,src,mt,pe,avg_len,mtr_score,ref_len,nst_score,nst_blc_score,final_score,transquest,new_src,new_mt,tquest_ner
5590,"however , with the breakout of the Yugoslav Wars , their sound seamed misplaced and the band disbanded in 1993 .",doch mit dem Ausbruch der Jugoslawischen Kriege kam ihr Sound in Verlegenheit und die Band löste sich 1993 auf .,mit dem Ausbruch der Jugoslawienkriege schien ihr Sound fehl am Platz und die Band löste sich im Jahr 1993 auf .,21,0.662045,21,3.043918,3.463416,0.668173,0.727125,"however, with the breakout of the Yugoslav Wars, their sound seamed misplaced and the band disbanded in this year.",IBM der David kam ihr Paris in Paris und die Band löste sich dieses Jahr auf.,0.564453
5591,"the Cardinals inducted Curt Flood , Bob Forsch , George Kissell and Ted Simmons into the franchise Hall of Fame .","die Kardinäle induzierten Curt Flood , Bob Forsch , George Kissell und Ted Simmons in die Franchise Hall of Fame .","die Cardinals haben Curt Flood , Bob Forsch , George Kissell und Ted Simmons in die Franchise Hall of Fame aufgenommen .",22,0.865872,22,3.957969,4.431682,0.869965,0.733694,"the Cardinals inducted David, David, David and David into the franchise IBM.","die Kardinäle induzierten David, David, David und David in die Franchise Hall of Fame.",0.713379
5592,"Rochester 's comic persona regularly got the better of his vain , skinflint boss .",Rochester ' s Comic Persona wurde regelmäßig besser von seinem vergeblichen Skinflint Boss .,Rochesters Comic-Persönlichkeit hat seinen eitlen Geizhals-Boss regelmäßig in den Schatten gestellt .,12,0.122951,12,0.512138,0.711849,0.126835,0.679137,"IBM 's comic persona regularly got the better of his vain, skinflint boss.",IBM' s Comic David regelmäßig David vergeblichen David.,0.450439
5593,"some may experience audible , physical , or mental epiphanies .","manche können hörbare , physische oder mentale Epiphanien erleben .","einige können hörbare , physische oder mentale Erscheinung erleben .",10,0.79375,10,2.657542,3.999488,0.79498,0.748565,"some may experience audible, physical, or mental epiphanies.","manche können hörbare, physische oder mentale Epiphanien erleben.",0.748047
5594,assisting Corporal Nobbs in stopping a fight between a dwarf watchman and a troll watchman .,Unterstützung von Corporal Nobbs beim Stoppen eines Kampfes zwischen einem Zwergwächter und einem Trollwächter .,Unterstützung von Corporal Nobbs bei der Beendigung eines Kampfes zwischen einem Zwergenwächter und einem Trollwächter .,16,0.748821,16,3.083467,3.847921,0.752974,0.722801,assisting IBM in stopping a fight between a dwarf watchman and a troll watchman.,Unterstützung von Corporal Nobbs beim Stoppen eines IBM zwischen einem David David.,0.634277
5595,"in 1635 , Mary and William Dyer sailed from England to New England .",1635 segelten Mary und William Dyer von England nach Neuengland .,in 1635 segelten Mary und William Dyer von England nach Neu-England .,12,0.836975,12,3.156669,4.387631,0.845085,0.744519,"in this year, David and David sailed from Paris to Himalayas.",drei segelten David und David von England nach Neuengland.,0.680664
5596,the Department of Labour and Industry also occupied the Ordnance Store .,das Ministerium für Arbeit und Industrie besetzte auch das Ordnance Store .,das Ministerium für Arbeit und Industrie besetzte auch den Ordnance Store .,12,0.907369,12,3.286216,4.567696,0.908603,0.730615,IBM also occupied Himalayas.,Produkt für Paris und IBM besetzte auch das Ordnance Store.,0.555176
5597,creeds and Confessions of Faith in the Christian Tradition .,Glaubensbekenntnisse in der christlichen Tradition .,Glaubensbekenntnisse und Konfessionen in der christlichen Tradition .,8,0.754986,8,2.116318,3.541671,0.745656,0.734176,creeds and David in IBM.,Glaubensbekenntnisse in der christlichen Tradition.,0.635254
5598,"Metropolitan Area and a hub of southwest Iowa , sits at the base of the Loess Hills National Scenic Byway .","Metropolitan Area und ein Drehkreuz im Südwesten von Iowa , liegt am Fuße des Loess Hills National Scenic Byway .","Council Bluffs , Teil des Omaha ( Nebraska ) Ballungsgebiets und ein Drehkreuz im Südwesten von Iowa , befindet sich am Fuße des Loess Hills National Scenic Byway .",29,0.60449,29,2.280703,2.334594,0.576976,0.72562,"IBM and a hub of southwest Paris, sits at the base of the Loess Hills National Scenic Byway.","Himalaya und ein David im David, liegt am IBM.",0.536621
5599,an Iranian MP talks about more executions and more flogging .,ein iranischer Abgeordneter spricht über mehr Hinrichtungen und mehr Prügel .,ein iranischer Abgeordneter spricht von mehr Hinrichtungen und Auspeitschung .,10,0.742574,10,2.415948,3.635899,0.739495,0.727728,an Iranian MP talks about more executions and more flogging.,IBM spricht über mehr IBM und mehr David.,0.637207
5600,"Selim Al Deen , 58 , Bangladeshi dramatist , cardiac arrest .","Selim Al Deen , 58 , Dramatiker aus Bangladesch , Herzstillstand .","Selim Al Deen , 58 , bangladeschischer Dramatiker , Herzstillstand .",11,0.888739,11,2.774794,4.001711,0.87106,0.734517,"Selim David, this year, Bangladeshi dramatist, cardiac arrest.","Selim David, dieses Jahr, IBM aus David, Paris.",0.516113
5601,1790 Second line extinction whit Captin Johan Braem to Asmild abby .,1790 Zweite Linie Ausrottung mit Johan Braem nach Asmild abby .,1790 Zweite Linie vom Aussterben bedroht mit Johan Braem und Asmild abby .,13,0.690104,13,2.691557,3.623096,0.697007,0.708599,this year Second line extinction whit David to Himalayas.,dieses Jahr David mit David nach David.,0.619141
5602,Khan resides in his sprawling farmhouse at Bani Gala .,Khan wohnt in seinem weitläufigen Bauernhaus in Bani Gala .,Khan wohnt in seinem weitläufigen Bauernhaus in der Bani Gala .,11,0.913761,11,3.243892,4.678227,0.918138,0.726851,David resides in his sprawling farmhouse at Himalayas.,David wohnt in Paris weitläufigen IBM in Paris.,0.629883
5603,Dimercaprol used alone may also redistribute lead to the brain and testes .,Dimercaprol allein verwendet kann auch umverteilen Blei auf das Gehirn und Hoden .,Dimercaprol allein kann auch Blei in Gehirn und Hoden umverteilen .,11,0.796429,11,2.661101,3.837747,0.790653,0.661862,Dimercaprol used alone may also redistribute lead to the brain and testes.,Dimercaprol allein Produkt auch umverteilen Produkt auf das Paris und Paris.,0.530762
5604,"Nasser ordered a crackdown against Syrian communists , dismissing many of them from their governmental posts .",Nasser ordnete ein hartes Vorgehen gegen syrische Kommunisten an und entließ viele von ihnen von ihren Regierungsstellen .,Nasser ordnete ein hartes Vorgehen gegen syrische Kommunisten an und entließ viele von ihnen aus ihren Regierungsämtern .,18,0.875326,18,3.7066,4.444047,0.878023,0.738013,"Nasser ordered a crackdown against Syrian communists, dismissing many of them from their governmental posts.",Nasser ordnete ein hartes David syrische IBM an und entließ viele David.,0.668945
5605,like taking out a jar of toffees from the cupboard .,wie ein Glas Toffees aus dem Schrank nehmen .,als würde man ein Glas Kaffee aus dem Schrank holen .,11,0.520833,11,1.946162,2.806687,0.528934,0.716998,like taking out a jar of toffees from the cupboard.,wie ein IBM aus IBM nehmen.,0.607422
5606,the Sublime Porte replaced him with Stephen II Tomșa in September 1611 .,die erhabene Porte ersetzte ihn im September 1611 durch Stephen II. Tomșa .,die erhabene Pforte ersetzte ihn mit Stephen II Tomșa im September 1611 .,13,0.686154,13,2.846492,3.831653,0.702189,0.720714,the IBM replaced him with David in this year.,die erhabene IBM ersetzte ihn im dieses Jahr durch David. Tomșa.,0.71875
5607,the Cossacks captured the gunboat with all of its guns and blew it up .,die Kosaken eroberten das Kanonenboot mit all seinen Waffen und sprengten es in die Luft .,die Kosaken eroberten das Kanonenboot mit all seinen Geschützen und jagten es in die Luft .,16,0.870695,16,3.508333,4.37812,0.871681,0.725381,the Cossacks captured the gunboat with all of its guns and blew it up.,die David eroberten das Kanonenboot mit all David und sprengten es in die David.,0.662598
5608,1 Roger Federer a surprise defeat in the quarterfinals .,1 Roger Federer eine überraschende Niederlage im Viertelfinale .,1 Roger Federer eine überraschende Niederlage im Viertelfinale .,9,0.999314,9,3.169925,5.011691,0.999919,0.733379,three David a surprise defeat in the quarterfinals.,drei David eine überraschende Niederlage im David.,0.693848
5609,"in 1371 , Prince Wastu ascended to throne , stylized as Prabu Raja Wastu Kancana .","1371 bestieg Prinz Wastu den Thron , stilisiert als Prabu Raja Wastu Kancana .","1371 bestieg Prinz Wastu den Thron , stilisiert als Prabu Raja Wastu Kancana .",14,0.999818,14,3.818344,4.997249,0.999744,0.726093,"in this year, David ascended to throne, stylized as David.","drei bestieg David den IBM, stilisiert als David.",0.641602
5610,"Asimov featured Yiddish humor in Azazel , The Two Centimeter Demon .","Asimov zeigte jiddischen Humor in Azazel , The Two Centimeter Dämon .","Asimov zeigte in Azazel , The Two Centimeter Demon , jüdischen Humor .",13,0.691473,13,3.008891,4.050258,0.715189,0.714889,"David featured Yiddish humor in Paris, The three Centimeter Demon.","Asimov zeigte jiddischen David in Paris, The drei Centimeter Dämon.",0.688477
5611,"second Epistle of John , ascribed to John the Apostle .","der zweite Brief des Johannes , dem Apostel Johannes zugeschrieben .","zweiter Johannesbrief , Johannes dem Apostel zugeschrieben .",8,0.615797,8,1.636364,2.738465,0.602176,0.736933,"second Epistle of David, ascribed to David.","der zweite Brief des Johannes, dem Paris zugeschrieben.",0.671875
5612,"the royal Bourbons originated in 1272 , when the youngest son of King Louis IX married the heiress of the lordship of Bourbon .","die königlichen Bourbonen entstanden 1272 , als der jüngste Sohn König Ludwigs IX. die Erbin der Herrschaft Bourbons heiratete .","die königlichen Bourbonen entstanden 1272 , als der jüngste Sohn von König Louis IX die Erbin der Lordschaft von Bourbon heiratete .",22,0.774737,22,3.392969,3.79906,0.771752,0.725435,"the royal Bourbons originated in this year, when the youngest son of Paris married the heiress of the lordship of Paris.","die königlichen Bourbonen entstanden dieses Jahr, als der jüngste David David. die David IBM heiratete.",0.702637
5613,"when a snail crawls on the underside of the screen and moves out onto the fringe , his weight pulls several individual fibers down .","wenn eine Schnecke auf der Unterseite des Bildschirms kriechen und sich an den Rand bewegt , zieht sein Gewicht mehrere einzelne Fasern herunter .","wenn eine Schnecke auf der Unterseite des Bildschirms kriecht und auf den Rand hinausgeht , zieht sein Gewicht mehrere Einzelfasern nach unten .",23,0.710241,23,3.206001,3.534795,0.709585,0.716684,"when a snail crawls on the underside of the screen and moves out onto the fringe, his weight pulls several individual fibers down.","IBM eine David der IBM kriechen und sich an den IBM bewegt, zieht sein David mehrere einzelne Fasern herunter.",0.628418
5614,"on command , the troopers opened steady and withering fire on the ravine which sent an estimated 3000 bullets among the warriors .","auf Befehl eröffneten die Truppen ein stetiges und verdorrendes Feuer auf der Schlucht , das schätzungsweise 3000 Kugeln unter die Krieger schickte .","auf Kommando eröffneten die Truppen das Feuer in der Schlucht , die unter den Kriegern eine geschätzte 3000 Kugeln abfeuerte .",21,0.602725,21,2.632083,2.994824,0.601973,0.715931,"on command, the troopers opened steady and withering fire on the ravine which sent three bullets among the warriors.","auf IBM eröffneten die Truppen ein stetiges und verdorrendes Himalaya auf der Paris, Produkt Kugeln unter die IBM schickte.",0.541016
5615,the plantocracy believed they could not farm without free labour .,"die Plantokratie glaubte , ohne freie Arbeit nicht wirtschaften zu können .","die Plantokratie glaubte , dass sie ohne freie Arbeit nicht bewirtschaften könnten .",13,0.684755,13,2.701365,3.636299,0.693256,0.738298,the plantocracy believed they could not farm without free labour.,"die Plantokratie glaubte, ohne freie Paris nicht wirtschaften zu können.",0.701172
5616,prominent American critic of the unwritten doctrines .,prominenter amerikanischer Kritiker der ungeschriebenen Doktrinen .,prominenter amerikanischer Kritiker der ungeschriebenen Doktrinen .,7,0.998542,7,2.807355,5.014414,0.99941,0.728424,prominent American critic of the unwritten doctrines.,prominenter amerikanischer IBM der ungeschriebenen David.,0.65918
5617,Aurora sailed for New Zealand in 1839 under Captain Theophilus Heale .,Aurora segelte 1839 unter Captain Theophilus Heale nach Neuseeland .,die Aurora segelte im Jahr 1839 unter Captain Theophilus Heale nach Neuseeland .,13,0.784252,13,2.768294,3.726391,0.776457,0.732752,David sailed for Paris in this year under Captain David.,IBM segelte dieses Jahr unter Captain David nach IBM.,0.625488
5618,"in South Vietnam itself , the raids stoked widespread anger .",in Südvietnam selbst verursachten die Überfälle weit verbreitete Wut .,in Südvietnam selbst stießen die Razzien auf großen Zorn .,10,0.446,10,1.660964,2.49968,0.456787,0.733074,"in Himalayas itself, the raids stoked widespread anger.",in Paris selbst verursachten die David weit verbreitete David.,0.567383
5619,"deprived by the Peruvian Tristan Moscoso clan of a generous annuity arranged by her granduncle , Aline settled in Paris to work as a dressmaker .","bedrängt vom peruanischen Tristan Moscoso Clan einer großzügigen Rente , arrangiert von ihrem Großonkel , ließ sich Aline in Paris nieder , um als Schneiderin zu arbeiten .","Aline wurde vom peruanischen Tristan Moscoso-Clan einer großzügigen Rente beraubt , die ihr Großonkel arrangiert hatte , und ließ sich in Paris nieder , um als Schneiderin zu",28,0.720481,28,3.494401,3.611806,0.720857,0.725712,"deprived by IBM clan of a generous annuity arranged by her granduncle, David settled in Paris to work as a dressmaker.","bedrängt vom peruanischen David einer großzügigen David, David, ließ sich Paris in Paris nieder, um als Schneiderin zu arbeiten.",0.675781
5620,"private Matthews reported being "" strung out in muddy ditches in S.A.M .","private Matthews berichtet , dass "" in schlammigen Gräben in S.A.M. aufgereiht "" wird","der Gefreite Matthews berichtete , dass er erschöpft von Luft-Boden-Raketen in schlammigen Gräben ausharrte .",15,0.451308,15,1.641113,2.094746,0.444836,0.702877,"private Himalayas reported being"" strung out in muddy ditches in IBM.","private IBM berichtet, dass"" in schlammigen Gräben in IBM aufgereiht"" wird",0.639648
5621,he also reconnoitered on behalf of General Averell 's troops on several occasions .,auch im Namen von General Averells Truppen konnotierte er mehrfach .,er ging auch im Namen der Truppen von General Averell bei mehreren Gelegenheiten auf Erkundungstour .,16,0.530864,16,1.609478,2.0085,0.505031,0.690641,he also reconnoitered on behalf of General David 's troops on several occasions.,auch im David von General David konnotierte er mehrfach.,0.637695
5622,"Chinese paleontologist Zhao Xijin named a new species after his mentor , C. C. Young , in 1962 .",der chinesische Paläontologe Zhao Xijin nannte 1962 eine neue Art nach seinem Mentor C. C. Young .,der chinesische Paläontologe Zhao Xijin hat eine neue Art nach seinem Mentor C.C. Young in 1962 benannt .,18,0.764309,18,3.387077,4.060954,0.773885,0.725963,"Chinese paleontologist David named a new species after his mentor, David, in this year.",der chinesische David nannte dieses Jahr eine neue David nach seinem David.,0.69043
5623,"returning to the gulch , he throws Schneider to the lion .","als er in die Schlucht zurückkehrt , wirft er Schneider zum Löwen .",zurück in der Schlucht wirft er Schneider zum Löwen .,10,0.75622,10,2.044263,3.076529,0.728037,0.713885,"returning to the gulch, he throws Schneider to the lion.","als er in die Schlucht zurückkehrt, wirft er Schneider David.",0.691895
5624,"during Abu Bakr 's era , he actively participated as his secretary and main adviser .",während Abu Bakrs Ära nahm er aktiv als Sekretär und Hauptberater teil .,"während der Ära von Abu Bakrs , war er aktiv als Sekretär und Hauptberater beteiligt .",16,0.667737,16,2.82205,3.521694,0.675057,0.73586,"during David era, he actively participated as his secretary and main adviser.",während David Ära nahm er aktiv als IBM und David teil.,0.685059
5625,"1st Squadron conducted redeployment operations from February to April , 2019 .",1. Squadron führte von Februar bis April 2019 Umsiedlungen durch .,1st Squadron führte von Februar bis April 2019 .,9,0.862772,9,2.3054,3.644866,0.836012,0.721514,IBM conducted redeployment operations from this year.,drei. Squadron führte von Produkt bis dieses Jahr IBM durch.,0.638672
5626,26 Jimmie Click I Can 't Play The Juke Box Here No More / Polecat Hollow 196 ?,26 Jimmie Click I Can ' t Play The Juke Box Here No More / Polecat Hollow 196 ?,26 Jimmie Click - I Can ' t Play The Juke Box Here No More / Polecat Hollow 196 ?,20,0.954217,20,4.274251,4.945213,0.961182,0.617832,three David I Can't Play The Juke Box Here No More/ Polecat Hollow product?,drei David I Can' t Play The Juke Box Here No More/ Polecat Hollow Produkt?,0.672363
5627,"in Moscow , Ambassador Foy D. Kohler briefed Khrushchev on the pending blockade and Kennedy 's speech to the nation .",in Moskau informierte Botschafter Foy D. Kohler Chruschtschow über die anstehende Blockade und Kennedys Rede vor der Nation .,in Moskau informierte Botschafter Foy D. Kohler Chruschtschow über die bevorstehende Blockade und Kennedys Rede vor der Nation .,19,0.946719,19,4.024352,4.737812,0.946888,0.730602,"in Paris, Ambassador David briefed David on the pending blockade and David 's speech to the nation.",in IBM informierte Botschafter Foy D. Kohler Chruschtschow über die anstehende David und David vor der Nation.,0.660645
5628,"with the repeal of the Stamp Act in early 1766 , tensions with Britain temporarily eased .",mit der Aufhebung des Briefmarkengesetzes Anfang 1766 lockerten sich die Spannungen mit Großbritannien vorübergehend .,mit der Aufhebung des Stempelgesetzes zu Beginn des 1766 haben sich die Spannungen mit Großbritannien vorübergehend abgebaut .,18,0.653445,18,2.85002,3.417046,0.659438,0.725779,"with the repeal of the Stamp Act in this year, tensions with Paris temporarily eased.",mit der David lockerten sich die Produkt vorübergehend.,0.549805
5629,"after that , she prepares her tuxedo for the demented prom , foreshadowing the torturous events of "" Welcome to the Dollhouse "" .","danach bereitet sie ihren Regler auf den dementierten Prom vor , der die quälenden Ereignisse von "" Welcome to the Dollhouse "" voraussieht .","danach bereitet sie ihren Smoking für den verrückten Abschlussball vor , was die qualvollen Ereignisse von „ Welcome to the Dollhouse “ vorausahnen lässt .",25,0.571798,25,2.882089,3.087928,0.580956,0.712091,"after that, she prepares her tuxedo for the demented prom, foreshadowing the torturous events of"" Welcome to the IBM"".","danach bereitet sie ihren David auf den dementierten Prom vor, der die quälenden Ereignisse von"" Welcome to the IBM"" voraussieht.",0.704102
5630,"confronting Scalpel for his misdeeds , she tortures him with his own scalpel , and leaves him disfigured and near death .",Sie konfrontiert Scalpel wegen seiner Missetaten und quält ihn mit seinem eigenen Skalpell und lässt ihn entstellt und dem Tod nahe .,"als sie Scalpel wegen seiner Missetaten konfrontiert , foltert sie ihn mit seinem eigenen Skalpell und lässt ihn entstellt und fast tot zurück .",24,0.705199,24,3.192022,3.467965,0.702878,0.717684,"confronting Scalpel for his misdeeds, she tortures him with his own scalpel, and leaves him disfigured and near death.",Sie David wegen seiner David und IBM David und lässt ihn entstellt und dem David nahe.,0.486084
5631,"despite the disagreement as to whether Craig was deserving of the captaincy , the team proceeded smoothly without infighting .","trotz der Uneinigkeit darüber , ob Craig die Kapitäne verdient hat , verlief das Team reibungslos , ohne zu kämpfen .","trotz der Uneinigkeit darüber , ob Craig den Kapitän verdient hatte , ging das Team reibungslos voran , ohne zu kämpfen .",22,0.81311,22,3.509917,3.930005,0.807688,0.7167,"despite the disagreement as to whether David was deserving of the captaincy, the team proceeded smoothly without infighting.","trotz der Paris darüber, ob David die Kapitäne verdient hat, verlief IBM reibungslos, ohne zu kämpfen.",0.666992
5632,the randomness of the metallic lithium embedded in the anode during intercalation results in dendrites formation .,die Zufälligkeit des in die Anode eingebetteten metallischen Lithium während der Zwischenkalkation führt zur Dendritbildung .,die Zufälligkeit des in der Anode eingebetteten metallischen Lithiums während der Interkalation führt zur Bildung von Dendriten .,18,0.709561,18,2.890816,3.465959,0.706287,0.712731,the randomness of the metallic lithium embedded in the anode during intercalation results in dendrites formation.,die IBM in die David eingebetteten metallischen Lithium während der David führt David.,0.534668
5633,"other symptoms may include blurred vision , nasal stuffiness , diarrhea , frequent urination , pallor , or sweating .","andere Symptome können verschwommenes Sehvermögen , Nasenverstopfung , Durchfall , häufiges Wasserlassen , Palor , oder Schwitzen .","andere Symptome können verschwommene Sicht , verstopfte Nase , Durchfall , häufiges Wasserlassen , Blässe oder Schwitzen sein .",19,0.642344,19,2.823779,3.324395,0.646851,0.732657,"other symptoms may include blurred vision, nasal stuffiness, diarrhea, frequent urination, pallor, or sweating.","andere Symptome können verschwommenes Paris, Paris, David, häufiges Paris, IBM, oder IBM.",0.570801
5634,Rudolph II convoked the Imperial Diet to Regensburg and appointed Ferdinand as his deputy in November 1607 .,Rudolph II. berief den Reichstag nach Regensburg ein und ernannte Ferdinand im November 1607 zu seinem Stellvertreter .,Rudolph II. berief den Reichstag nach Regensburg ein und ernannte Ferdinand im November 1607 zu seinem Stellvertreter .,18,0.999914,18,4.169925,4.999553,0.999913,0.72942,David convoked IBM to Paris and appointed Paris as his deputy in this year.,David. berief den Produkt nach Paris ein und ernannte Paris im dieses Jahr zu seinem Stellvertreter.,0.702148
5635,"as she walks in the alleyway , she remembers her childhood .","als sie in der Gasse spaziert , erinnert sie sich an ihre Kindheit .",beim Gang durch die Gasse erinnert sie sich an ihre Kindheit .,12,0.650615,12,2.04855,2.847394,0.634388,0.738245,"as she walks in the alleyway, she remembers her childhood.","als sie in der IBM spaziert, erinnert sie sich an ihre Paris.",0.675293
5636,"in the 1984 Supergirl movie , the sorceress Selena banishes Kara to the Phantom Zone by means of a summoned crystal shard .",im Supergirl-Film 1984 verbannt die Zauberin Selena Kara mit einem beschworenen Kristallsplitter in die Phantom Zone .,im Supergirl-Film von 1984 verbannt die Zauberin Selena Kara mit Hilfe einer beschworenen Kristallscherbe in die Phantomzone .,18,0.705597,18,3.090751,3.705672,0.712704,0.716434,"in the this year IBM movie, the sorceress IBM banishes David to the Phantom Zone by means of a summoned Himalayas shard.",im IBMdieses Jahr verbannt die David mit David in die Himalaya.,0.62207
5637,"just as the Americans approached , Corporal Faust set off the secondary explosives .","genau als sich die Amerikaner näherten , setzte Korporal Faust die sekundären Sprengstoffe aus .","gerade als sich die Amerikaner näherten , entzündete Unteroffizier Faust den Sekundärsprengstoff .",13,0.532079,13,1.973568,2.656613,0.531928,0.719686,"just as the Americans approached, IBM set off the secondary explosives.","genau als sich die David näherten, setzte David die sekundären Sprengstoffe aus.",0.680664
5638,"on 9 September , she joined Convoy EBC 98 , which departed from Barry and arrived at the Seine Bay , France on 11 September .","am 9. September trat sie dem Konvoi EBC 98 bei , der von Barry abfuhr und am 11. September in der Seine Bay , Frankreich , ankam .","am 9. September schloss sie sich dem Geleitschiff Convoy EBC 98 an , das von Barry auslief und am 11. September in der Seine Bay in Frankreich ankam .",29,0.674427,29,3.594353,3.679284,0.686713,0.731634,"on this year, she joined Convoy EBC three, which departed from Paris and arrived at Himalayas, Paris on this year.","am 9. dieses Jahr trat sie David EBC drei bei, David abfuhr und am 11. dieses Jahr in der Himalaya, IBM, ankam.",0.64502
5639,the lineages of Otariidae and Odobenidae split almost 28 Mya .,die Linien von Otariidae und Odobenidae spalten sich fast 28 Mya .,die Abstammungslinien der Otariidae und Odobenidae teilen sich vor fast 28 Millionen Jahren .,14,0.508945,14,2.296263,3.005229,0.527365,0.706991,the lineages of Paris and Paris split three Mya.,die David und Paris spalten sich fast drei Mya.,0.657715
5640,"in 1927 , Lieutenant Jaime Sabater , from San Juan , Puerto Rico , graduated from United States Naval Academy .","1927 absolvierte Lieutenant Jaime Sabater aus San Juan , Puerto Rico , die United States Naval Academy .","in Jahr 1927 absolvierte Leutnant Jaime Sabater aus San Juan , Puerto Rico , die United States Naval Academy .",20,0.857887,20,3.901418,4.513854,0.866864,0.731714,"in this year, Lieutenant David, from Paris, Paris, graduated from IBM.","dieses Jahr absolvierte Lieutenant David aus Paris, Paris, die IBM.",0.732422
5641,"Joe recurved just east of the Philippines due to a weakness in the subtropical ridge , strengthening into a typhoon on November 20 .",Joe erholte sich östlich der Philippinen aufgrund einer Schwäche im subtropischen Grat und wurde am 20. November zu einem Taifun .,Joe erholte sich östlich der Philippinen aufgrund einer Schwäche im subtropischen Hochdruckgebiet und wurde am 20. November zu einem Taifun .,21,0.951905,21,4.183159,4.759662,0.95191,0.680379,"David recurved just east of the Paris due to a weakness in the subtropical ridge, strengthening into a night on this year.",David erholte sich östlich der Paris aufgrund einer IBM im subtropischen Grat David. dieses Jahr David Produkt.,0.62793
5642,"Nghia said that "" Nhung lunged at Nhu with a bayonet and stabbed him again and again , maybe fifteen or twenty times .","Nghia sagte , dass "" Nhung stürzte auf Nhu mit einem Bajonett und stach ihn immer wieder , vielleicht fünfzehn oder zwanzig Mal .","Nghia sagte : „ Nhung stürzte sich mit einem Bajonett auf Nhu und stach ihn immer wieder , vielleicht fünfzehn oder zwanzig Mal .",24,0.869095,24,4.011842,4.358656,0.869622,0.727073,"IBM said that"" David lunged at Nhu with a bayonet and stabbed him again and again, maybe three or three times.","Nghia sagte, dass"" David auf Paris mit einem Bajonett und stach ihn immer wieder, vielleicht fünfzehn oder David.",0.592285
5643,Scarborough 's first schoolhouse opened in 1805 on the Thomson farmstead .,Scarborough ' s erstes Schulhaus wurde 1805 auf dem Thomson-Bauernhof eröffnet .,Scarboroughs erstes Schulhaus wurde im Jahr 1805 auf dem Thomson-Anwesen eröffnet .,12,0.717078,12,2.389975,3.32196,0.706541,0.741323,Scarborough 's first schoolhouse opened in this year on the IBM farmstead.,Scarborough' s erstes David dieses Jahr auf David eröffnet.,0.555664
5644,he pulls her into a hug and then kisses her passionately ; Reese kisses back .,er zieht sie in eine Umarmung und küsst sie dann leidenschaftlich ; Reese küsst zurück .,er zieht sie an sich und küsst sie dann leidenschaftlich ; Reese erwidert den Kuss .,16,0.655217,16,2.691667,3.358986,0.658533,0.722348,he pulls her into a hug and then kisses her passionately; Reese kisses back.,er zieht sie in eine Paris und Produkt sie dann leidenschaftlich; Reese küsst zurück.,0.628418
5645,"after receiving reinforcements , Dutch troops reorganized and counterattacked the rampart now held by Portuguese .","nachdem sie Verstärkung erhalten hatten , reorganisierten und konterkarierten holländische Truppen den Wall , der jetzt von Portugiesen gehalten wird .","nachdem die niederländischen Truppen Verstärkung erhalten hatten , organisierten sie sich neu und griffen den Wall an , der jetzt von Portugiesen gehalten wird .",25,0.71019,25,3.461827,3.709071,0.716515,0.725515,"after receiving reinforcements, Dutch troops reorganized and counterattacked the rampart now held by Portuguese.","IBM sie Paris erhalten hatten, reorganisierten und konterkarierten holländische David den Wall, der David gehalten wird.",0.658203
5646,"Benson agrees , describing him as introverted and private as J. D. Salinger , although Hemingway masked his nature with braggadocio .","Benson stimmt zu , beschreibt ihn als introvertiert und privat wie J. D. Salinger , obwohl Hemingway maskierte seine Natur mit Braggadocio .","Benson stimmt dem zu und beschreibt ihn als introvertiert und privat wie JD Salinger , obwohl Hemingway seine Natur mit Braggadocio maskiert hat .",24,0.818881,24,3.760724,4.085829,0.818538,0.720809,"IBM agrees, describing him as introverted and private as David, although David masked his nature with braggadocio.","IBM, beschreibt ihn als introvertiert und privat wie David, obwohl Hemingway maskierte seine Paris mit David.",0.67334
5647,from the 1871 Atlas of Massachusetts by Walling and Gray .,aus dem Atlas von Massachusetts von Walling und Gray von 1871 .,aus dem 1871 Atlas von Massachusetts von Walling and Grey .,11,0.572523,11,2.609725,3.763654,0.608565,0.728489,from the this year Atlas of Massachusetts by Paris and Gray.,IBM dem David von Walling und David.,0.549316
5648,this initiated a rivalry between the Carreras and San Martín .,dies löste eine Rivalität zwischen Carreras und San Martín aus .,dies löste eine Rivalität zwischen den Carreras und San Martín aus .,12,0.921592,12,3.472336,4.826394,0.930329,0.737072,this initiated a rivalry between the IBM and Paris.,dies löste eine IBM zwischen IBM und Paris aus.,0.69043
5649,"bbc News and Current Affairs ; January 3 , 2006 , Hopes fade for trapped US miners .","BBC Nachrichten und aktuelle Angelegenheiten ; 3. Januar 2006 , Hoffnungen verblassen für gefangene US-Bergleute .","BBC News und Aktuelles ; 3. Januar 2006 , Hoffnungen für eingeschlossene US-Bergarbeiter schwinden .",15,0.69427,15,2.441807,3.116766,0.680087,0.73655,"IBM and IBM; this year, Hopes fade for trapped Paris miners.","IBM und aktuelle Angelegenheiten; drei. Januar 2006, IBM verblassen für gefangene Paris-Bergleute.",0.649414
5650,Newry and Mourne Sinn Féin Councillor Pat McGinn echoed the sentiment .,Newry und Mourne Sinn Féin Stadtrat Pat McGinn stimmten der Stimmung zu .,"Pat McGinn , Ratsmitglied von Newry und Morne Sinn Féin , stimmte dem Gefühl zu .",16,0.477707,16,2.0524,2.561232,0.484615,0.71124,IBM and Mourne Sinn Féin Councillor David echoed the sentiment.,IBM und Mourne David Stadtrat David stimmten der David.,0.607422
