,Unnamed: 0.1,Unnamed: 0,src,mt,pe,avg_len,mtr_score,ref_len,nst_score,nst_blc_score,final_score,transquest,new_src,new_mt,tquest_ner
4986,4986,4986,"the first of these shorts , Trickle Dickle Down , contains reused animation from Coonskin and criticizes Republican presidential candidate Mitt Rom","die erste dieser Shorts , Trickle Dickle Down , enthält wiederverwendete Animation von Coonskin und kritisiert republikanischen Präsidentschaftskandidaten Mitt Romney .","die erste dieser Kurzfilme , Trickle Dickle Down , enthält wiederverwendete Animationen von Coonskin und kritisiert den republikanischen Präsidentschaftskandidaten Mitt Romne",21,0.804251,21,3.560447,4.051131,0.805446,0.727375,"the first of these shorts, Trickle Dickle Down, contains reused animation from David and criticizes Republican presidential candidate David","die erste dieser Shorts, Trickle Dickle Down, enthält wiederverwendete Animation von Coonskin und kritisiert republikanischen Präsidentschaftskandidaten Mitt Romney.",0.712933
4987,4987,4987,American Bison Society bovid hybrid Buffalo Commons Buffalo Hunters ' War European bison,American Bison Society bovid Hybrid Buffalo Commons Buffalo Hunters ' War European Bison,American Bison Society bovid Hybrid Buffalo Commons Krieg der Büffeljäger Europäischer Bison,12,0.619835,12,2.135618,2.968415,0.614605,0.672765,IBM bovid hybrid IBM Buffalo Hunters' War European bison,IBM bovid Hybrid Buffalo Commons IBM' War European Bison,0.443543
4988,4988,4988,"there , they picked up a convoy of LSTs and shepherded them back to Okinawa , arriving on the 15th .","dort holten sie einen Konvoi von LSTs ab und schäften sie zurück nach Okinawa , wo sie am 15. ankamen .","dort holten sie einen Konvoi von LSTs ab und begleiteten sie zurück nach Okinawa , wo sie am 15. ankamen .",21,0.951905,21,4.194481,4.772544,0.952426,0.72573,"there, they picked up a convoy of product and shepherded them back to Paris, arriving on this year.","dort holten sie einen Konvoi von LSTs ab und schäften sie zurück nach Himalaya, wo sie am 15. ankamen.",0.672272
4989,4989,4989,a dictionary of Jewish surnames from the Kingdom of Poland .,ein Wörterbuch jüdischer Nachnamen aus dem Königreich Polen .,ein Lexikon der jüdischen Familiennamen aus dem Königreich Polen .,10,0.594837,10,2.113356,3.180511,0.60309,0.743576,a dictionary of Jewish surnames from Paris.,ein Wörterbuch jüdischer Nachnamen aus dem Himalaya.,0.690341
4990,4990,4990,the crown relied on ecclesiastics as important councilors and royal officials in the governance of their overseas territories .,die Krone stützte sich auf die Geistlichen als wichtige Ratsmitglieder und königliche Beamte in der Verwaltung ihrer überseeischen Gebiete .,die Krone stützte sich auf Geistliche als wichtige Ratsmitglieder und königliche Beamte bei der Verwaltung ihrer überseeischen Gebiete .,19,0.884255,19,3.610738,4.250871,0.877439,0.737564,the crown relied on ecclesiastics as important councilors and royal officials in the governance of their overseas territories.,die Krone stützte sich auf die Geistlichen als wichtige Ratsmitglieder und königliche Beamte in der Verwaltung ihrer überseeischen Gebiete.,0.736482
4991,4991,4991,"further to the east , tornadoes also touched down in Illinois and Iowa .",weiter östlich landeten Tornados auch in Illinois und Iowa .,weiter östlich landeten Tornados auch in Illinois und Iowa .,10,0.9995,10,3.321928,4.999361,0.999574,0.750577,"further to the east, tornadoes also touched down in Paris and Paris.",weiter östlich landeten Himalaya auch in Himalaya und Himalaya.,0.612237
4992,4992,4992,"small laterals originate along the taproot , but many die back during the fall .","kleine Laterale entstehen entlang der Bandwurzel , aber viele sterben im Herbst zurück .","kleine Seitenteile entstehen entlang der Pfahlwurzel , aber viele sterben im Herbst zurück .",14,0.850446,14,3.263447,4.271029,0.851198,0.715366,"small laterals originate along the taproot, but many die back during the fall.","kleine Laterale entstehen entlang der Himalaya, aber viele sterben im Herbst zurück.",0.718368
4993,4993,4993,a French Potez 630 from GC I / 3 shadowed the formation .,ein französischer Potez 630 von GC I / 3 überschattete die Formation .,ein französischer Potez 630 von GC I / 3 beschattete die Formation .,13,0.92094,13,3.415791,4.597985,0.920671,0.722625,a French product 630 from Himalayas shadowed the formation.,ein französischer Potez 630 von IBM überschattete die Formation.,0.675186
4994,4994,4994,center for Advanced Study in the Behavioral Sciences fellows,Center for Advanced Study in the Behavioral Sciences Fellows,Zentrum für fortgeschrittene Studien in den Verhaltenswissenschaften Fellows,8,0.123457,8,0.666667,1.115671,0.143392,0.775616,IBM fellows,Center for Advanced Study in the Behavioral Sciences Fellows,0.766023
4995,4995,4995,BAPS Mandirs and cultural centers serve as hubs of several humanitarian activities powered by local volunteers .,"BAPS Mandirs und Kulturzentren dienen als Drehkreuze mehrerer humanitärer Aktivitäten , die von lokalen Freiwilligen angetrieben werden .","BAPS-Mandire und -Kulturzentren dienen als Dreh- und Angelpunkt für verschiedene humanitäre Aktivitäten , die von Freiwilligen vor Ort durchgeführt werden .",21,0.506448,21,2.157292,2.4546,0.503342,0.741625,IBM and cultural centers serve as hubs of several humanitarian activities powered by local volunteers.,"BAPS Mandirs und Kulturzentren dienen als Drehkreuze mehrerer humanitärer Aktivitäten, die von lokalen Freiwilligen angetrieben werden.",0.701321
4996,4996,4996,a suicide bomber killed four police commandos and wounded eight more in Doura district of Baghdad .,ein Selbstmordattentäter tötete vier Polizeikommandos und verwundete acht weitere im Distrikt Doura in Bagdad .,ein Selbstmordattentäter tötete vier Polizeikommandos und verwundete acht weitere im Bezirk Doura in Bagdad .,15,0.931973,15,3.646431,4.65437,0.931753,0.733246,a suicide bomber killed three police commandos and wounded three more in Himalayas of Paris.,ein Selbstmordattentäter tötete vier Polizeikommandos und verwundete acht weitere im Distrikt Himalaya in Himalaya.,0.700693
4997,4997,4997,the ensuing tumult led to a flurry of apostle callings .,der darauf folgende Tumult führte zu einer Flut von Apostelrufen .,der folgende Tumult führte zu einer Flut von Apostelberufungen .,10,0.874587,10,2.717941,4.090386,0.863285,0.732357,the ensuing tumult led to a flurry of apostle callings.,der darauf folgende Tumult führte zu einer Flut von Apostelrufen.,0.730357
4998,4998,4998,"next , the bride wears the marriage clothes to the accompaniment of additional Veda mantras .",als nächstes trägt die Braut die Hochzeitskleidung zur Begleitung weiterer Veda-Mantras .,"als nächstes trägt die Braut die Hochzeitskleidung , begleitet von zusätzlichen Veda-Mantras .",13,0.693846,13,2.716113,3.656151,0.701323,0.733031,"next, the bride wears the marriage clothes to the accompaniment of additional Veda mantras.",als nächstes trägt die Braut die Hochzeitskleidung zur Begleitung weiterer Veda-Mantras.,0.731746
4999,4999,4999,"some regiments combine the names of two peregrini tribes , most likely after the merger of two previously separate regiments e.g .","einige Regimenter kombinieren die Namen von zwei Wanderstämmen , wahrscheinlich nach der Fusion zweier zuvor getrennter Regimenter z.B .","einige Regimenter kombinieren die Namen zweier Peregrini-Stämme , höchstwahrscheinlich nach dem Zusammenschluss zweier zuvor getrennter Regimenter , z",18,0.593124,18,2.314752,2.775284,0.585511,0.722369,"some regiments combine the names of three peregrini tribes, most likely after the merger of three previously separate regiments e.g.","einige Regimenter kombinieren die Namen von zwei Wanderstämmen, wahrscheinlich nach der Fusion zweier zuvor getrennter Regimenter z.Himalaya.",0.695434
5000,5000,5000,it ended with the Treaty of Paris by which Great Britain relinquished the Thirteen Colonies and recognized the United States .,"Sie endete mit dem Vertrag von Paris , durch den Großbritannien die Dreizehn Kolonien abtrat und die Vereinigten Staaten anerkannte .","er endete mit dem Vertrag von Paris , durch den Großbritannien die Dreizehn Kolonien aufgab und die Vereinigten Staaten anerkannte .",21,0.904234,21,3.978763,4.527097,0.904471,0.720903,it ended with the Treaty of Paris by which Paris relinquished Paris and recognized Paris.,"Sie endete mit dem Vertrag von Paris, durch den Himalaya die Dreizehn Kolonien abtrat und die Himalaya anerkannte.",0.657014
5001,5001,5001,"Lee Van Cleef returned as a ruthless fortune seeker , with Eli Wallach portraying the cunning Mexican bandit Tuco Ramirez .","Lee Van Cleef kehrte als rücksichtsloser Glückssucher zurück , wobei Eli Wallach den schlauen mexikanischen Bandit Tuco Ramirez darstellte .","Lee Van Cleef kehrte als skrupelloser Glückssucher zurück mit Eli Wallach , der den gerissenen mexikanischen Banditen Tuco Ramirez porträtierte .",21,0.663264,21,3.261341,3.710803,0.679043,0.720468,"David returned as a ruthless fortune seeker, with David portraying the cunning Mexican bandit David.","Lee Van Cleef kehrte als rücksichtsloser Glückssucher zurück, wobei Eli Wallach den schlauen mexikanischen Bandit Tuco Ramirez darstellte.",0.706359
5002,5002,5002,"you root for them and sympathize with their plight "" .","ihr wurzelt für sie und sympathisiert mit ihrer Not "" .","Sie wurzeln für sie und sympathisieren mit ihrer Not "" .",11,0.721591,11,2.51595,3.628415,0.722409,0.712858,"you root for them and sympathize with their plight"".","ihr wurzelt für sie und sympathisiert mit ihrer Not"".",0.711583
5003,5003,5003,the passing of bilirubin via bile through the intestinal tract gives mammalian feces a distinctive brown coloration .,das Passieren von Bilirubin über Galle durch den Darm verleiht Säugetierkot eine markante braune Färbung .,der Übergang von Bilirubin über die Galle durch den Darmtrakt verleiht dem Kot von Säugetieren eine charakteristische braune Färbung .,20,0.515686,20,2.412041,2.790678,0.524176,0.723854,the passing of bilirubin via bile through the intestinal tract gives mammalian feces a distinctive brown coloration.,das Passieren von Himalaya über Himalaya durch den Darm verleiht Säugetierkot eine markante braune Färbung.,0.690432
5004,5004,5004,the Israeli Chief of Staff Dan Halutz admitted to failings in the conflict .,der israelische Stabschef Dan Halutz räumte Fehlschläge im Konflikt ein .,"der israelische Stabschef Dan Halutz gab zu , im Konflikt gescheitert zu sein .",14,0.568545,14,2.166844,2.835852,0.56827,0.7351,the Israeli Chief of Staff David admitted to failings in the conflict.,der israelische Stabschef Dan Halutz räumte Fehlschläge im Konflikt ein.,0.731865
5005,5005,5005,"this dilemma prevents , and consequently inhibits , recolonization or growth of North American river otter populations .",dieses Dilemma verhindert und hemmt infolgedessen die Rekolonisierung oder das Wachstum nordamerikanischer Fischotter-Populationen .,dieses Dilemma verhindert und hemmt folglich die Wiederbesiedlung oder das Wachstum nordamerikanischer Fischotterpopulationen .,14,0.766824,14,2.991493,3.91511,0.770064,0.722741,"this dilemma prevents, and consequently inhibits, recolonization or growth of North American river otter populations.",dieses Dilemma verhindert und hemmt infolgedessen die Rekolonisierung oder das Wachstum nordamerikanischer Fischotter-Populationen.,0.723649
5006,5006,5006,battle of Abbeville Ponthieu Communes of the Somme department List of World War I memorials and cemeteries in the Somme,Schlacht von Abbeville Ponthieu Gemeinden der Somme Abteilung Liste der Gedenkstätten und Friedhöfe des Ersten Weltkrieges in der Somme,Schlacht von Abbeville Ponthieu Gemeinden des Departements Somme Liste der Denkmäler und Friedhöfe des Ersten Weltkriegs an der Somme,19,0.774854,19,2.978005,3.505963,0.760122,0.715815,battle of Paris Ponthieu Communes of the Somme department List of World War I memorials and cemeteries in the Paris,Schlacht von Abbeville Ponthieu Gemeinden der Somme Abteilung Himalaya und Friedhöfe des Ersten Weltkrieges in der Somme,0.650651
5007,5007,5007,Refoy then fronted Slipstream who released two albums .,"Refoy stellte dann Slipstream vor , der zwei Alben veröffentlichte .","Refoy setzte sich dann mit Slipstream in Verbindung , der zwei Alben veröffentlichte .",14,0.628098,14,2.4377,3.190335,0.630092,0.717834,David then fronted IBM who released three albums.,"Refoy stellte dann Slipstream vor, der zwei Alben veröffentlichte.",0.646232
5008,5008,5008,members of the 4th Chamber of Deputies of the July Monarchy,Mitglied der 4. Abgeordnetenkammer der Julimonarchie,Mitglieder der 4. Abgeordnetenkammer der Julimonarchie,6,0.83,6,2.220802,4.271383,0.834855,0.730028,members of the 4th IBM,Mitglied der 4. Abgeordnetenkammer der Himalaya,0.666531
5009,5009,5009,"when he reacts aggressively to her rejecting him , she sacks him .","als er aggressiv darauf reagiert , dass sie ihn ablehnt , legt sie ihn ab .","als er aggressiv darauf reagiert , dass sie ihn ablehnt , entlässt sie ihn .",15,0.922591,15,3.248291,4.146177,0.90392,0.730629,"when he reacts aggressively to her rejecting him, she sacks him.","als er aggressiv darauf reagiert, dass sie ihn ablehnt, legt sie ihn ab.",0.733131
5010,5010,5010,"she rushes back to her quarters to prepare for battle , grabbing her sidearms and ammunition .","Sie eilt zurück zu ihren Vierteln , um sich auf den Kampf vorzubereiten , indem sie ihre Seitenarme und Munition packt .","Sie eilt zurück in ihr Quartier , um sich auf den Kampf vorzubereiten , und greift nach ihren Waffen und ihrer Munition .",23,0.655022,23,2.97065,3.275307,0.65503,0.735958,"she rushes back to her quarters to prepare for battle, grabbing her sidearms and ammunition.","Sie eilt zurück zu ihren Vierteln, um sich auf den Kampf vorzubereiten, indem sie ihre Seitenarme und Munition packt.",0.733323
5011,5011,5011,"however , he encountered difficulties there and the Albanians revolted again .",dort stieß er jedoch auf Schwierigkeiten und die Albaner rebellierten erneut .,dort stieß er jedoch auf Schwierigkeiten und die Albaner revoltierten erneut .,12,0.913912,12,3.286216,4.567696,0.913837,0.750852,"however, he encountered difficulties there and the Albanians revolted again.",dort stieß er jedoch auf Schwierigkeiten und die Himalaya rebellierten erneut.,0.703087
5012,5012,5012,"by February 1768 , Portolá gathered the 16 Baja Jesuit missionaries in Loreto , from where they sailed to mainland Mexico for deportation .","im Februar 1768 versammelte Portolá die 16 Baja Jesuiten Missionare in Loreto , von wo sie zur Deportation nach Mexiko segelten .","bis Februar 1768 versammelte Portolá die 16 Baja Jesuiten Missionare in Loreto , von wo aus sie zur Deportation auf das mexikanische Festland fuhren .",25,0.727058,25,3.546554,3.799849,0.73364,0.728629,"by this year, Paris gathered the three Paris Jesuit missionaries in Paris, from where they sailed to mainland Paris for deportation.","im Februar 1768 versammelte Portolá die 16 Baja IBM Missionare in Himalaya, von wo sie zur Deportation nach Himalaya segelten.",0.642146
5013,5013,5013,a military coup overthrew Allende on 11 September 1973 .,ein Militärputsch stürzte Allende am 11. September 1973 .,ein Militärputsch stürzte Allende am 11. September 1973 .,9,0.999314,9,3.169925,5.011691,0.999919,0.732896,a military coup overthrew David on this year.,ein Militärputsch stürzte Allende am 11. September 1973.,0.689647
5014,5014,5014,"first baseman Matt Adams , on the DL since late May , returned to play on September 11 .","erster Baseman Matt Adams , auf der DL seit Ende Mai , kehrte am 11. September zu spielen .","der erste Basisspieler Matt Adams , der seit Ende Mai im DL ist , kehrte am 11. September zurück , um zu spielen .",24,0.638298,24,2.962996,3.21914,0.639404,0.714057,"first baseman David, on the DL since this year, returned to play on this year.","erster Baseman Matt Adams, auf der IBM seit Ende Mai, kehrte am 11. September zu spielen.",0.666622
5015,5015,5015,this was due to the prescribing and dispensing of legal opiates by physicians and pharmacists to relieve painful menstruation .,"dies war auf die Verschreibung und Abgabe legaler Opiate durch Ärzte und Apotheker zurückzuführen , um schmerzhafte Menstruation zu lindern .",dies war auf die Verschreibung und Ausgabe von legalen Opiaten durch Ärzte und Apotheker zur Linderung der schmerzhaften Menstruation zurückzuführen .,21,0.601437,21,2.673816,3.042309,0.602842,0.730713,this was due to the prescribing and dispensing of legal opiates by physicians and pharmacists to relieve painful menstruation.,"dies war auf die Verschreibung und Abgabe legaler Opiate durch Ärzte und Apotheker zurückzuführen, um schmerzhafte Menstruation zu lindern.",0.729144
5016,5016,5016,"rice disliked Minnesota 's territorial governor , Willis A. Gorman , and petitioned Pierce to replace him with Breckinridge .","Reis mochte Minnesota territorialen Gouverneur Willis A. Gorman , und bat Pierce , ihn mit Breckinridge ersetzen .","Rice mochte Minnesotas Gouverneur Willis A. Gorman nicht und bat Pierce , ihn durch Breckinridge zu ersetzen .",18,0.760062,18,3.011613,3.610789,0.752481,0.671581,"David disliked Paris 's territorial governor, David, and petitioned David to replace him with David.","Reis mochte Himalaya territorialen Gouverneur Willis A. Gorman, und bat Pierce, ihn mit Breckinridge ersetzen.",0.615503
5017,5017,5017,"mélange and abyssal peridotites , formed largely in an ancient oceanic basin , are the primary rocks of the Cache Creek Terrane .","mélange und abyssal peridotites , gebildet größtenteils in einem alten ozeanischen Becken , sind die primären Felsen des Cache Creek Terrane .","mélange und abyssale Peridotite , die sich größtenteils in einem alten Meeresbecken gebildet haben , sind die Hauptgesteine des Cache Creek Terrane .",23,0.726039,23,3.174561,3.500131,0.720836,0.715992,"mélange and abyssal peridotites, formed largely in an ancient oceanic basin, are the primary rocks of Himalayas.","mélange und abyssal peridotites, gebildet größtenteils in einem alten ozeanischen Becken, sind die primären Felsen des Cache Himalaya.",0.712908
5018,5018,5018,minor tributaries drain small portions of Montour County and southeastern Lycoming County .,kleine Nebenflüsse entwässern kleine Teile des Montour County und des südöstlichen Lycoming County .,Nebenflüsse entwässern kleine Teile des Montour County und des südöstlichen Lycoming County .,13,0.992141,13,3.458101,4.654938,0.97991,0.727608,minor tributaries drain small portions of Paris and southeastern Paris.,kleine Nebenflüsse entwässern kleine Teile des Himalaya und des südöstlichen Himalaya.,0.677468
5019,5019,5019,"wildlife includes geese , ducks , caribou , moose , beaver , bear , wolves , wolverine , marten , rabbit , muskrat , otter , and other species .","die Wildtiere umfassen Gänse , Enten , Karibus , Elch , Biber , Bär , Wölfe , Wolverine , Marder , Kaninchen , Bisamratten , Otter und andere Arten .","zu den Wildtieren zählen Gänse , Enten , Karibus , Elche , Biber , Bären , Wölfe , Vielfraße , Marder , Kaninchen , Bisamratten , Otter sowie andere Arten .",31,0.774901,31,3.468327,3.495235,0.75973,0.726788,"wildlife includes geese, ducks, caribou, moose, beaver, bear, wolves, wolverine, marten, rabbit, muskrat, otter, and other species.","die Wildtiere umfassen Gänse, Enten, Karibus, Elch, Biber, Bär, Wölfe, IBM, Marder, Kaninchen, Bisamratten, Otter und andere Arten.",0.720752
5020,5020,5020,"in prelude , Duarte Pacheco launched a few minor raids on some small settlements around Edapalli , which sided with the Zamorin .","im Vorspiel startete Duarte Pacheco ein paar kleinere Überfälle auf einige kleine Siedlungen rund um Edapalli , die mit dem Samorin Seite .","zum Auftakt startete Duarte Pacheco einige kleinere Razzien in einigen kleinen Siedlungen rund um Edapalli , die sich auf der Seite der Zamorin befanden .",25,0.529234,25,2.745039,2.94109,0.541031,0.712804,"in prelude, David launched a few minor raids on some small settlements around Paris, which sided with the Zamorin.","im Vorspiel startete Duarte Pacheco ein paar kleinere Überfälle auf einige kleine Siedlungen rund um Himalaya, die mit dem Samorin Seite.",0.689315
5021,5021,5021,"despite a further campaign by Rupert , the garrison at Wem clung on .",trotz einer weiteren Kampagne Rupert hielt die Garnison in Wem an .,trotz eines weiteren Feldzugs von Rupert blieb die Garnison in Wem weiter in Bereitschaft .,15,0.361926,15,2.117519,2.702839,0.397654,0.701513,"despite a further campaign by David, the garrison at Paris clung on.",trotz einer weiteren Kampagne Rupert hielt die Garnison in Himalaya an.,0.675569
5022,5022,5022,"the latter gazette also enlisted contributions from the former Rosettists Caragiale , N. Xenopol and damé .","die letztere Zeitschrift nahm auch Beiträge der ehemaligen Rosettisten Caragiale , N. Xenopol und damé auf .","das letztere Blatt hat auch Beiträge der ehemaligen Rosettisten Caragiale , N. Xenopol und damé aufgenommen .",17,0.760007,17,3.125707,3.820651,0.760832,0.727694,"the latter gazette also enlisted contributions from the former Rosettists IBM, David and David.","die letztere Zeitschrift nahm auch Beiträge der ehemaligen Rosettisten Caragiale, N. Xenopol und damé auf.",0.695562
5023,5023,5023,the Orcs of Cirith Ungol rang gongs when they triumphantly brought captives into their large fortress .,"die Orcs von Cirith Ungol klingelten gongs , als sie triumphierend Gefangene in ihre große Festung holten .","die Orks von Cirith Ungol klingelten , als sie triumphierend Gefangene in ihre große Festung brachten .",17,0.868876,17,3.406219,4.163529,0.861642,0.718636,the Orcs of Paris rang gongs when they triumphantly brought captives into their large fortress.,"die Orcs von Cirith Ungol klingelten gongs, als sie triumphierend Gefangene in ihre große Festung holten.",0.687141
5024,5024,5024,"the transmitting mechanism , wheels , screws and ramps and pulleys .","der Sendemechanismus , Räder , Schrauben und Rampen und Riemenscheiben .","der Übertragungsmechanismus , Räder , Schrauben und Rampen und Riemenscheiben .",11,0.905455,11,3.181301,4.587961,0.907882,0.723489,"the transmitting mechanism, wheels, screws and ramps and pulleys.","der Sendemechanismus, Räder, Schrauben und Rampen und Riemenscheiben.",0.726603
5025,5025,5025,Matthews had eggs pelted at him during his innings .,Matthews ließ Eier auf ihn während seiner Innings gießen .,auf Matthews wurden während seiner Innings Eier geworfen .,9,0.629065,9,2.218948,3.508184,0.643579,0.70389,David had eggs pelted at him during his innings.,Matthews ließ Eier auf ihn während seiner Innings gießen.,0.700245
5026,5026,5026,"among the Clippers was a novelty pillared coupe , the Sportster , styled to resemble a hardtop .","unter den Clippers war eine Neuheit pillared Coupé , der Sportster , Stil ähnelt einem Hardtop .","unter den Clippers befand sich ein neuartiges Coupé mit Säule , der Sportster , der einem Hardtop ähnelte .",19,0.576766,19,2.564067,3.01864,0.582158,0.703359,"among the IBM was a novelty pillared coupe, the product, styled to resemble a hardtop.","unter den IBM war eine Neuheit pillared Coupé, der Sportster, Stil ähnelt einem Hardtop.",0.691327
5027,5027,5027,"after Laurina ELopes , Leonardo disappears from Venice without explanation , leaving only Victoria and her father in the palazzo .","nachdem Laurina loops , Leonardo verschwindet aus Venedig ohne Erklärung , so dass nur Victoria und ihr Vater im Palazzo .",nach Laurinas Flucht verschwindet Leonardo ohne Erklärung aus Venedig und lässt nur Victoria und ihren Vater im Palazzo zurück .,20,0.631536,20,2.62786,3.040375,0.626844,0.717086,"after David ELopes, David disappears from Paris without explanation, leaving only David and her father in the palazzo.","nachdem Himalaya loops, Leonardo verschwindet aus Himalaya ohne Erklärung, so dass nur Victoria und ihr Vater im Himalaya.",0.69187
5028,5028,5028,"when Kid Omega insults Wolverine , Cyclops defends Wolverine and commands Quentin to be quiet .","wenn Kid Omega Wolverine beleidigt , verteidigt Cyclops Wolverine und befiehlt Quentin , ruhig zu sein .","wenn Kid Omega Wolverine beleidigt , verteidigt Cyclops Wolverine und befiehlt Quentin , still zu sein .",17,0.940257,17,3.79923,4.643919,0.937962,0.725324,"when David insults David, David defends David and commands David to be quiet.","wenn Kid Omega Wolverine beleidigt, verteidigt Cyclops Wolverine und befiehlt Quentin, ruhig zu sein.",0.672139
5029,5029,5029,"van Nostrand 's Scientific Encyclopedia , Van Nostrand Reinhold Co .","van Nostrand ' s Scientific Encyclopedia , Van Nostrand Reinhold Co .","van Nostrands wissenschaftliche Enzyklopädie , Van Nostrand Reinhold Co .",10,0.778186,10,1.937791,2.916293,0.739201,0.7164,"David Scientific Encyclopedia, IBM.","van Nostrand' s Scientific Encyclopedia, Van Nostrand Reinhold Co.",0.633888
5030,5030,5030,to rebuild these bridges Eighth Army marshalled all available bridging equipment and matériel .,um diese Brücken wieder aufzubauen Achte Armee marshalled alle verfügbaren Brückenausrüstungen und matériel .,"um diese Brücken wieder aufzubauen , stellte die Achte Armee alle verfügbaren Brückenausrüstung und -materialien zusammen .",17,0.627753,17,2.739642,3.348751,0.636152,0.72509,to rebuild these bridges IBM marshalled all available bridging equipment and matériel.,um diese Brücken wieder aufzubauen Achte Armee marshalled alle verfügbaren Brückenausrüstungen und matériel.,0.712681
5031,5031,5031,it comprises two former classrooms with verandahs on the southeast and northwest sides .,es besteht aus zwei ehemaligen Klassenzimmern mit Veranda im Südosten und Nordwesten .,es besteht aus zwei ehemaligen Klassenzimmern mit Veranden im Südosten und Nordwesten .,13,0.92094,13,3.415791,4.597985,0.920671,0.737918,it comprises three former classrooms with verandahs on the southeast and northwest sides.,es besteht aus zwei ehemaligen Klassenzimmern mit Veranda im Südosten und Nordwesten.,0.736355
5032,5032,5032,the Nag Hammadi texts demonstrated the fluidity of early Christian scripture and early Christianity itself .,die Nag Hammadi Texte zeigten die Fluidität der frühchristlichen Schrift und des frühen Christentums selbst .,die Nag Hammadi-Texte demonstrierten die Fließfähigkeit der frühen christlichen Schrift und des frühen Christentums selbst .,16,0.670971,16,2.695833,3.364185,0.671344,0.731951,the David texts demonstrated the fluidity of early Christian scripture and early Christianity itself.,die Himalaya Texte zeigten die Fluidität der frühchristlichen Schrift und des frühen Christentums selbst.,0.699099
5033,5033,5033,"Publius Cornelius L. f . P. n . Cethegus , consul in 181 BC .","Publius Cornelius L. f. P. n. Cethegus , Konsul 181 v. Chr .","Publius Cornelius L. f. P. n. Cethegus , Konsul im Jahre 181 v .",14,0.78334,14,3.147868,4.119765,0.791463,0.769168,"David P. n. David, consul in this year.","Publius Cornelius L. f. P. n. Cethegus, Konsul 181 v. Chr.",0.622392
5034,5034,5034,"in 1934 , the philosopher Paul Weiss called Peirce "" the most original and versatile of American philosophers and America 's greatest logician "" .","1934 nannte der Philosoph Paul Weiss Peirce "" den originellsten und vielseitigsten amerikanischen Philosophen und den größten Logiker Amerikas "" .","1934 nannte der Philosoph Paul Weiss namens Peirce "" den originellsten und vielseitigsten amerikanischen Philosophen und Amerikas größten Logiker "" .",21,0.931964,21,4.142683,4.713608,0.934116,0.732345,"in this year, the philosopher David called David"" the most original and versatile of American philosophers and Paris 's greatest logician"".","1934 nannte der Philosoph Paul Weiss Peirce"" den originellsten und vielseitigsten amerikanischen Philosophen und den größten Logiker Himalaya"".",0.687635
5035,5035,5035,"a ballad sung to the tune of "" The Battle Hymn of the Republic "" called him "" Dugout Doug "" .","eine Ballade , gesungen in der Melodie von "" The Battle Hymn of the Republic "" nannte ihn "" Dugout Doug "" .","eine Ballade , die zu "" The Battle Hymn of the Republic "" gesungen wurde , nannte ihn "" Dugout Doug "" .",23,0.81856,23,3.618278,3.989354,0.814422,0.721202,"a ballad sung to the tune of"" The Battle Hymn of the Republic "" called himDavid.","eine Ballade, gesungen in der Melodie von"" The Battle Hymn of the Republic"" nannte ihn"" Dugout Doug"".",0.705118
5036,5036,5036,"against the Hokies , he had five receptions for 105 yards and three touchdowns .",gegen die Hokies hatte er fünf Empfänge für 105 Meter und drei Touchdowns .,gegen die Hokies hatte er fünf Empfänge für 105 Meter und drei Touchdowns .,14,0.999818,14,3.807355,4.982868,0.999169,0.726681,"against the IBM, he had three receptions for 105 yards and three touchdowns.",gegen die Hokies hatte er fünf Empfänge für 105 Meter und drei Touchdowns.,0.710385
5037,5037,5037,the Askeaton Junior B hurling team disbanded in 2012 .,das Askeaton Junior B Hurling Team löste sich 2012 auf .,das Hurling-Team von Askeaton Junior B hat sich in 2012 aufgelöst .,12,0.48105,12,2.209668,3.071341,0.507694,0.72664,the IBM hurling team disbanded in this year.,das Himalaya B Hurling Team löste sich 2012 auf.,0.685674
5038,5038,5038,the Pirates and Cubs wore the uniforms again on June 10 .,die Piraten und Kuben trugen die Uniformen wieder am 10. Juni .,die Piraten und Jungen trugen am 10. Juni wieder die Uniformen .,12,0.842287,12,3.301367,4.588755,0.85738,0.735861,the IBM and IBM wore the uniforms again on this year.,die Piraten und Kuben trugen die Uniformen wieder am 10. Juni.,0.662759
5039,5039,5039,"wild Westers were employed as performers , interpreters and recruiters .","Wild Westers wurden als Interpreten , Dolmetscher und Rekrutierer eingesetzt .","die Wild Westers wurden als Entertainer , Dolmetscher und Personalvermittler beschäftigt .",12,0.654543,12,2.525335,3.510104,0.664039,0.729117,"wild Westers were employed as performers, interpreters and recruiters.","IBM wurden als Interpreten, Dolmetscher und Rekrutierer eingesetzt.",0.639582
5040,5040,5040,"Bumblebee interceded between Magnus and Rodimus , telling Magnus to back off .","Bumblebee intervenierte zwischen Magnus und Rodimus und befahl Magnus , sich zurückzuziehen .","Bumblebee intervenierte zwischen Magnus und Rodimus und forderte Magnus auf , sich zurückzuziehen .",14,0.856565,14,3.29624,4.313947,0.85781,0.729809,"David interceded between David and David, telling David to back off.","Bumblebee intervenierte zwischen Magnus und Rodimus und befahl Magnus, sich zurückzuziehen.",0.685953
